state_name,matched_state,state_score,district_name,matched_district,district_score,geoname_id
Jammu and Kashmir,Jammu and Kashmir,100.0,Rajouri,Rajouri,100.0,1258892
Jammu and Kashmir,Jammu and Kashmir,100.0,Reasi,Reasi,100.0,9747996
Jammu and Kashmir,Jammu and Kashmir,100.0,Shopian,Shopian,100.0,9748009
Ladakh,Ladakh,100.0,Kargil,Kargil,100.0,9748001
Ladakh,Ladakh,100.0,Leh,Leh,100.0,1265343
Lakshadweep,Lakshadweep,100.0,Lakshadweep,Lakshadweep,100.0,9748019
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,Central Delhi,Central Delhi,100.0,8335421
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,East Delhi,East Delhi,100.0,8335424
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,New Delhi,New Delhi,100.0,8347332
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,North Delhi,North Delhi,100.0,8335422
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,North East Delhi,North East Delhi,100.0,8335425
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,North West Delhi,North West Delhi,100.0,8335427
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,Shahdara,Shahdara,100.0,11875526
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,South Delhi,South Delhi,100.0,8335423
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,South East Delhi,South Delhi,95.0,8335423
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,South West Delhi,South West Delhi,100.0,8335426
National Capital Territory of Delhi,National Capital Territory of Delhi,100.0,West Delhi,West Delhi,100.0,8335458
Puducherry,Puducherry,100.0,Mahé,,0.0,
Puducherry,Puducherry,100.0,Yanam,Yanam,100.0,1252796
